1,5.0
2,4.0
3,3.5
4,6.0
5,5.0
6,5.5
7,4.0
8,4.0
9,0.0
10,5.0
11,4.0
12,3.5
13,0.0
14,6.0
15,2.0
16,3.0
17,3.5
18,5.0
19,4.0
20,3.0
21,5.0
22,4.5
23,0.0
24,2.5
25,0.0
26,0.0
27,0.0
28,6.0
29,4.0
30,3.0
31,0.0
32,5.5
33,0.0
34,4.5
35,0.5
36,5.5
37,0.0
38,4.0
39,3.0
40,0.0
41,5.5
42,3.0
43,4.5
44,5.5
45,0.0
46,2.0
47,4.0
48,3.5
49,3.0
50,2.0
51,1.0
52,6.0
53,4.0
54,4.5
55,2.0
56,2.5
57,0.0
58,0.0
59,3.5
60,2.0
61,0.0
62,0.0
63,3.5
64,0.0
65,0.0
66,0.0
67,5.5
68,5.5
69,0.0
70,5.5
71,5.0
72,4.5
73,4.5
74,3.0
75,0.0
76,4.0
77,0.0
78,2.5
79,5.0
80,3.5
81,5.0
82,2.5
83,4.0
84,2.5
85,6.0
86,5.0
87,4.0
88,5.0
89,0.5
90,3.5
91,6.0
92,2.5
93,4.0
94,5.5
95,4.0
96,4.5
97,4.0
98,3.5
99,2.0
100,3.5
101,4.5
102,4.5
103,2.0
104,6.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,3.0
112,0.0
113,0.0
114,0.0
115,0.0
