40419_2013B,0.715
41060_2013B,0.828181818
43284_2013B,0.714444444
45664_2013B,0.561538462
52014_2013B,0.373333333
53488_2013B,0.820714286
60135_2013B,0.5775
66579_2013B,0.68
67602_2013B,0.48
67785_2013B,0.715833333
69491_2013B,0.66
76536_2013B,0.6625
77763_2013B,0.895
81351_2013B,0.668571429
86047_2013B,0.5525
87107_2013B,0.684285714
89051_2013B,0.815714286
92775_2013B,0.384545455
94923_2013B,0.61
94964_2013B,0.396666667
95356_2013B,0.508
96592_2013B,0.815714286
103904_2013B,0.817857143
108565_2013B,0.63
110200_2013B,0.498333333
111113_2013B,0.3375
111360_2013B,0.5175
112245_2013B,0.787142857
117435_2013B,0.68875
117939_2013B,0.425714286
121000_2013B,0.355
121390_2013B,0.7575
126912_2013B,0.624285714
128678_2013B,0.424545455
130003_2013B,0.788
131145_2013B,0.82
131235_2013B,0.37
131609_2013B,0.3
134025_2013B,0.855
134188_2013B,0.764285714
134336_2013B,0.74625
137603_2013B,0.8
138709_2013B,0.33
142819_2013B,0.727142857
144923_2013B,0.67
146651_2013B,0.721818182
147307_2013B,0.63
150578_2013B,0.695
157298_2013B,0.577142857
159596_2013B,0.695714286
159925_2013B,0.62
160005_2013B,0.911428571
160401_2013B,0.47
162984_2013B,0.4
163067_2013B,0.715714286
165421_2013B,0.587857143
165733_2013B,0.631428571
166342_2013B,0.873571429
166713_2013B,0.847857143
166988_2013B,0.737857143
167717_2013B,0.462857143
168243_2013B,0.15
169894_2013B,0.8275
170025_2013B,0.667857143
171896_2013B,0.702857143
173004_2013B,0.606153846
176092_2013B,0.708461538
177333_2013B,0.623333333
177817_2013B,0.778888889
177981_2013B,0.83
179892_2013B,0.867857143
180667_2013B,0.836666667
180958_2013B,0.653571429
183714_2013B,0.791428571
184968_2013B,0.76
187623_2013B,0.636428571
191195_2013B,0.574545455
191896_2013B,0.547857143
191972_2013B,0.697142857
192196_2013B,0.612307692
196266_2013B,0.465
198470_2013B,0.588
199782_2013B,0.15
