33915_2013B,0.915
35544_2013B,0.875833333
35860_2013B,0.83
36385_2013B,0.706
37298_2013B,0.841818182
42668_2013B,0.786666667
43273_2013B,0.76
43430_2013B,0.865833333
50263_2013B,0.8225
53197_2013B,0
53709_2013B,0.802857143
55450_2013B,0.7425
58549_2013B,0.928333333
60519_2013B,0.72
65656_2013B,0.761666667
68208_2013B,0.5625
71578_2013B,0.749090909
72693_2013B,0.780833333
74113_2013B,0.616666667
77998_2013B,0.751428571
80745_2013B,0.80625
80886_2013B,0.923333333
82556_2013B,0.7825
82817_2013B,0.798888889
84051_2013B,0.78
86538_2013B,0.686666667
87152_2013B,0.8275
89895_2013B,0.795
96729_2013B,0.856666667
99993_2013B,0.761818182
101306_2013B,0.49
107162_2013B,0.8625
108330_2013B,0.5875
110085_2013B,0.6825
110116_2013B,0.841666667
111775_2013B,0.889166667
115373_2013B,0.8175
118532_2013B,0.864166667
118668_2013B,0.788333333
119353_2013B,0.858333333
125996_2013B,0.789166667
126088_2013B,0.378
128142_2013B,0.69125
128791_2013B,0.6
130403_2013B,0.65
131272_2013B,0.758333333
134260_2013B,0.849166667
135075_2013B,0.85
139949_2013B,0.913333333
140866_2013B,0.864166667
140907_2013B,0.795
142339_2013B,0.929166667
143350_2013B,0.808333333
144747_2013B,0.855833333
146679_2013B,0.74
147168_2013B,0.788333333
149567_2013B,0.76
149680_2013B,0.8475
149693_2013B,0.726363636
150763_2013B,0.764166667
151465_2013B,0.7025
153110_2013B,0.7
153785_2013B,0.825
155511_2013B,0.839166667
157308_2013B,0.660909091
160193_2013B,0.703333333
161658_2013B,0.57
165617_2013B,0.648
165806_2013B,0.563333333
166327_2013B,0.809166667
166421_2013B,0.852727273
167557_2013B,0.8825
167759_2013B,0.64875
169490_2013B,0.75
169858_2013B,0.786666667
170165_2013B,0.740833333
174436_2013B,0
174805_2013B,0.78
180974_2013B,0.804
181508_2013B,0.816666667
181992_2013B,0.655
182468_2013B,0.6225
185496_2013B,0.68
186380_2013B,0.899166667
189720_2013B,0.5025
190653_2013B,0.88
193193_2013B,0.74
193834_2013B,0.656666667
198257_2013B,0.92
199244_2013B,0.780833333
199446_2013B,0.924
200773_2013B,0.591666667
202487_2013B,0.905833333
203050_2013B,0.696666667
203707_2013B,0.6925
227401_2013B,0.705
228703_2013B,0.8125
230279_2013B,0.84
230684_2013B,0.726666667
232675_2013B,0.68
232764_2013B,0.73
234196_2013B,0.64
234609_2013B,0.879166667
234661_2013B,0.63
234727_2013B,0.9225
236844_2013B,0.74
237401_2013B,0.758333333
237953_2013B,0.638333333
238901_2013B,0.702727273
239540_2013B,0.735
239748_2013B,0.725714286
240024_2013B,0.779090909
241166_2013B,0.683333333
243600_2013B,0.815
243657_2013B,0.863333333
244114_2013B,0.718333333
244816_2013B,0.506
244918_2013B,0.8175
246112_2013B,0.44
247666_2013B,0.892727273
247856_2013B,0.870833333
249362_2013B,0.874166667
249570_2013B,0.92
252041_2013B,0.745
252095_2013B,0.940833333
254044_2013B,0.824166667
254162_2013B,0.66
254325_2013B,0.698333333
254463_2013B,0.653333333
255344_2013B,0.818333333
261335_2013B,0.813333333
263697_2013B,0.76
265112_2013B,0.851666667
265855_2013B,0.751666667
266559_2013B,0.7
267602_2013B,0.921666667
269243_2013B,0.796666667
269593_2013B,0.47
269677_2013B,0.8
273605_2013B,0.56
275151_2013B,0.839166667
276314_2013B,0.683636364
277044_2013B,0.853333333
278282_2013B,0.84
281651_2013B,0.684166667
282879_2013B,0.863333333
283050_2013B,0.65
283055_2013B,0.5
283230_2013B,0.851666667
283348_2013B,0.640833333
285391_2013B,0.7925
285996_2013B,0.863333333
286422_2013B,0.855833333
287099_2013B,0.719166667
289618_2013B,0.963333333
290252_2013B,0.776666667
291159_2013B,0.558333333
291960_2013B,0.819166667
294679_2013B,0.68
299237_2013B,0.755
300264_2013B,0.682222222
301298_2013B,0.87
302924_2013B,0.840833333
303288_2013B,0.43
303595_2013B,0.913333333
307689_2013B,0.891666667
308363_2013B,0.693333333
309048_2013B,0.62
313975_2013B,0.878333333
314507_2013B,0.771818182
314548_2013B,0.752
315945_2013B,0.750833333
318241_2013B,0.845
319563_2013B,0.614
319884_2013B,0.863333333
320251_2013B,0.759090909
322106_2013B,0.695
322985_2013B,0.83
323809_2013B,0.870833333
324305_2013B,0.715
324447_2013B,0.891666667
327650_2013B,0.668333333
327797_2013B,0.68
328476_2013B,0.7525
331318_2013B,0.526666667
331883_2013B,0.8325
332668_2013B,0.9
333346_2013B,0.84
333832_2013B,0.695454545
334134_2013B,0.480833333
334224_2013B,0.49
