1,0.0
2,3.5
3,3.5
4,4.0
5,4.0
6,3.5
7,4.0
8,3.5
9,3.0
10,4.0
11,2.0
12,3.5
13,0.0
14,4.0
15,4.0
16,2.5
17,3.5
18,4.0
19,2.0
20,3.0
21,0.0
22,0.0
23,1.5
24,2.0
25,1.5
26,0.0
27,3.0
28,4.0
29,3.0
30,2.0
31,0.5
32,4.0
33,0.0
34,3.5
35,0.5
36,4.0
37,0.0
38,2.5
39,1.0
40,0.0
41,4.0
42,2.5
43,2.5
44,4.0
45,1.0
46,0.5
47,2.0
48,2.5
49,2.5
50,2.0
51,1.0
52,4.0
53,3.0
54,3.5
55,3.5
56,3.0
57,0.0
58,0.0
59,2.0
60,0.5
61,1.0
62,0.0
63,1.5
64,0.0
65,0.0
66,2.0
67,4.0
68,3.5
69,0.5
70,4.0
71,0.0
72,3.0
73,3.0
74,1.5
75,4.0
76,4.0
77,0.0
78,3.0
79,3.5
80,1.0
81,4.0
82,2.5
83,2.5
84,0.0
85,4.0
86,4.0
87,3.5
88,3.0
89,1.5
90,2.5
91,4.0
92,2.5
93,4.0
94,4.0
95,3.5
96,0.0
97,3.0
98,4.0
99,2.5
100,2.0
101,1.5
102,4.0
103,0.0
104,0.0
105,0.5
106,3.5
107,1.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
