1,4.0
2,4.0
3,4.0
4,3.5
5,4.0
6,3.0
7,4.0
8,3.0
9,4.0
10,4.0
11,4.0
12,4.0
13,4.0
14,4.0
15,4.0
16,4.0
17,4.0
18,4.0
19,4.0
20,3.5
21,0.0
22,4.0
23,3.5
24,3.5
25,4.0
26,0.0
27,4.0
28,4.0
29,4.0
30,4.0
31,3.0
32,4.0
33,0.0
34,3.0
35,3.5
36,4.0
37,3.5
38,3.5
39,3.5
40,2.5
41,4.0
42,4.0
43,0.0
44,4.0
45,2.5
46,4.0
47,2.5
48,4.0
49,3.5
50,3.5
51,4.0
52,4.0
53,3.5
54,3.5
55,4.0
56,3.0
57,0.0
58,0.0
59,3.5
60,3.5
61,3.5
62,0.0
63,3.5
64,3.5
65,3.5
66,3.0
67,4.0
68,4.0
69,4.0
70,4.0
71,3.5
72,3.5
73,0.0
74,4.0
75,4.0
76,4.0
77,0.0
78,4.0
79,4.0
80,4.0
81,4.0
82,3.5
83,4.0
84,0.0
85,4.0
86,4.0
87,3.5
88,4.0
89,2.5
90,3.5
91,4.0
92,4.0
93,4.0
94,4.0
95,3.0
96,4.0
97,0.0
98,4.0
99,3.5
100,4.0
101,3.5
102,3.5
103,3.5
104,4.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,3.0
112,0.0
113,0.0
114,0.0
115,0.0
